Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,71.13999939,71.66000366,71.58999634,71.93000031,72.59999847,73.02999878,73.23999786,73.65000153,73.90000153,73.52999878,74.51000214,74.69999695,75.19999695,75.01999664,75.29000092,75.30999756,75.5,75.06999969,75.62999725,75.79000092,76.34999847,76.48999786,76.93000031,76.91999817,77.97000122,78.01999664,77.97000122,77.5,78.37999725,
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,18243.47142,18855.762,18604.18827,17667.1871,18079.38018,20358.33336,21904.29412,23509.42347,21345.97099,20558.9604,21697.70848,19527.32358,20117.78889,23492.40517,30513.94174,34080.9999,36117.48798,41001.14298,49654.9106,42783.32257,52087.97229,62574.1457,68027.84171,68156.62792,62511.69059,56707.02208,49881.76371,53934.25018,57180.7794,54875.28596,51680.31652
Australia,AUS,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.308633094,0.979844448,2.333862291,1.874388182,2.145641563,4.42584397,3.356666551,2.856231652,5.030573236,5.521613009,4.243421567,3.359732222,3.047153958,4.25699744,5.305127389,4.481616222,3.263358102,5.259736485,4.782263774,0.260676849,3.392295137,4.060015,2.857574388,1.879656222,2.190360422,2.536564422,2.555233252,2.413755695,2.695350304,1.511376583,-3.128963395
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.585094712,1.097203891,1.768764913,1.974611016,2.232101254,2.759654513,3.27524987,16.36935838,30.81323944,40.7837839,46.75611561,52.68926643,,,,63,66,69.45,71.67,74.25,76,79.48769771,79,83.45349717,84,84.56051491,86.54,86.54504885,87.6,88.6,89.6
Australia,AUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,99.71229832,99.71124501,99.71219332,99.73436091,99.75634373,99.77814769,99.79977738,99.82125589,99.84255603,99.86367093,99.88315015,99.89196863,99.90076728,99.90958842,99.9614791,99.97000567,99.96997302,99.9699336,99.96989482,99.96985563,99.96981182
Australia,AUS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238
Australia,AUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,9.579999924,10.72999954,10.86999989,9.720000267,8.470000267,8.510000229,8.359999657,7.679999828,6.869999886,6.28000021,6.739999771,6.369999886,5.929999828,5.389999866,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.079999924,6.050000191,5.710000038,5.590000153,5.300000191,5.159999847,6.460000038
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.433,85.403,85.285,85.157,85.028,84.898,84.767,84.636,84.503,84.37,84.235,84.1,84.222,84.343,84.463,84.582,84.7,84.822,84.943,85.063,85.182,85.3,85.402,85.502,85.602,85.701,85.8,85.904,86.012,86.124,86.241
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,20.787,20.588,20.389,19.269,18.149,17.029,15.909,14.789,14.5004,14.2118,13.9232,13.6346,13.346,12.9022,12.4584,12.0146,11.5708,11.127,10.5944,10.0618,9.5292,8.9966,8.464,8.2392,8.0144,7.7896,7.5648,7.34,7.0444,6.7488,6.4532
Austria,AUT,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,1.705530047,0.271840006,,0.06825,0.068889998,0.208590001,0.949050009,2.214519978,2.258219957,2.029619932,1.694700003,1.920840025,2.51967001,3.526859999,3.257810116,2.874919891,1.970000029,0.337379992,0.155849993,0.312209994,0.796649992,
Austria,AUT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,7.78000021,7.619999886,7.409999847,7.199999809,7.340000153,7.429999828,6.889999866,6.489999771,6.230000019,6.050000191,5.809999943,5.760000229,5.5,4.900000095,5.269999981,5.239999771,5.53000021,5.25,5.320000172,5.210000038,4.940000057,4.679999828,4.579999924,4.840000153,4.53000021,4.349999905,3.930000067,3.690000057,3.660000086,
Austria,AUT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,33.84000015,33.43000031,32.83000183,32.47000122,32.09999847,30.29999924,29.63999939,29.55999947,29.76000023,30.03000069,29.37000084,28.85000038,28.92000008,26.72999954,27.57999992,28.15999985,27.31999969,26.23999977,24.96999931,24.90999985,26.03000069,26.07999992,25.90999985,25.75,25.76000023,25.55999947,24.92000008,25.44000053,25.36000061,
Austria,AUT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,58.38000107,58.95000076,59.75999832,60.33000183,60.56000137,62.27000046,63.47000122,63.95000076,64.01000214,63.93000031,64.83000183,65.38999939,65.58000183,68.37000275,67.15000153,66.58999634,67.15000153,68.51000214,69.70999908,69.87999725,69.04000092,69.25,69.51999664,69.41000366,69.70999908,70.08999634,71.15000153,70.87000275,70.98999786,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,21680.98962,22410.91177,24880.16412,24081.52779,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27183.47593,24625.60072,24558.76368,26527.59309,32294.04886,36889.23351,38417.45779,40669.32696,46915.3374,51919.98358,48153.32402,46903.76159,51442.27625,48564.91734,50731.12725,51786.37717,44195.81759,45307.58786,47429.15846,51486.5755,50114.40111,48588.65938
Austria,AUT,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.234835937,2.994987572,3.479294141,0.105923094,2.043017879,0.852425256,2.9389402,0.420082786,2.90527604,2.417535983,3.116431264,1.280930192,0.681974998,1.742851545,2.320888144,2.248423278,2.092393242,1.103724499,0.946319159,0.850651872,0.994391504,1.34507961,0.52192308,-0.079017825,0.303678402,0.48793812,1.545353667,1.956556206,1.078198796,0.665136403,-8.468979339
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.130369377,0.259081553,0.642817619,0.76534273,1.393422968,1.890210524,6.909162353,9.533974317,15.42121932,23.0443171,33.73013295,39.18545018,36.56,42.7,54.28,58,63.6,69.37,72.87,73.45,75.17,78.7399931,80.02999392,80.6188,80.99582496,83.94014193,84.32374257,87.93558659,87.47913723,87.75220479,87.52942813
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,100,100,100.000003,100.000003,100.000003,99.99999704,100.0000029,99.99999706,100,100,100.0000029,100.0000029,100.0000029,100.0000029,100.0000028,100,100,99.99999723,100,99.99999727,100
Austria,AUT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,99.9999795,99.99998905,100.0000017,99.99838136,99.99653597,99.99470228,99.99289805,99.99109996,99.98932845,99.98757174,99.98583593,99.98411501,99.98231409,99.98045764,99.97858897,99.97670597,99.97481352,99.97290685,99.97281495,99.97271057,99.97260464
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,96.45434703,96.66067317,96.86700222,97.07332836,97.27965449,97.48597486,97.69230677,97.89862716,98.10495617,98.31128232,98.51761132,98.72393746,98.91425332,98.91264679,98.91103181,98.90942251,98.90780749,98.90619826,98.90447548,98.9026198,98.900642
Austria,AUT,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,,,,,,,,,100.917717,100.8748779,,,100.2221985,,98.74430084,,,,,,,96.77201843,96.69371796,97.60601044,98.69184875,100.3737869,99.65672302,99.45317841,99.81300354,99.40850067,
Austria,AUT,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,3.420000076,3.589999914,4.25,3.539999962,4.349999905,5.28000021,5.150000095,5.519999981,4.699999809,4.690000057,4.010000229,4.849999905,4.78000021,5.829999924,5.630000114,5.239999771,4.860000134,4.130000114,5.300000191,4.820000172,4.559999943,4.869999886,5.329999924,5.619999886,5.71999979,6.010000229,5.5,4.849999905,4.489999771,5.360000134
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.96,62.689,62.417,62.144,61.87,61.596,61.32,61.045,60.768,60.491,60.213,59.934,59.655,59.375,59.094,58.813,58.532,58.249,57.966,57.683,57.399,57.115,57.147,57.336,57.526,57.715,57.905,58.094,58.297,58.515,58.748
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,70.3,73.6,76.8,80.3,82.9,85.2,87.4,89.4,90.7,92.1,93.1,94,94.7,95.2,95.5,95.9,96.2,96.4,96.6,96.7,96.8
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,97,98.90822601,98.62180328,100,98.92746735,99.07479858,99.22159576,99.5,99.52345276,99.68386841,99.85422516,99.94379425,99.90000153,100,100,100,100,100,100,100,100,100
Azerbaijan,AZE,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,32.7924,35.1622,37.532,38.492,39.452,40.412,41.372,42.332,40.3902,38.4484,36.5066,34.5648,32.623,33.7954,34.9678,36.1402,37.3126,38.485,40.636,42.787,44.938,47.089,49.24,50.5596,51.8792,53.1988,54.5184,55.838,56.4976,57.1572,57.8168
Azerbaijan,AZE,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,10.36653996,11.2097702,10.75137997,11.03110027,11.61456966,12.62992954,12.83549976,12.73805046,12.60457039,9.793910027,5.980420113,0.425509989,0.521350026,0.172849998,0.624230027
Azerbaijan,AZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,40.86999893,41.40999985,41.31999969,42.20000076,43.31000137,43.34999847,42.91999817,42.29999924,42.31000137,41.00999832,39.95000076,40.18999863,39.88999939,39.54000092,39.31999969,39.54999924,38.54999924,39.59000015,38.11999893,38.22999954,37.88000107,37.65000153,37.09999847,36.75,36.36000061,36.34000015,36.34999847,36.25999832,36,
Azerbaijan,AZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,13.75,13.25,12.65999985,12.14000034,11.67000008,11.44999981,11.21000004,11.11999989,11.18000031,10.88000011,10.81999969,11.52999973,11.71000004,11.89999962,12.07999992,12.35000038,12.63000011,12.13000011,12.65999985,13.72000027,14.07999992,14.28999996,14.38000011,14.30000019,14.06000042,14.32999992,14.36999989,14.72000027,14.78999996,
Azerbaijan,AZE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,45.38000107,45.33000183,46.02000046,45.65999985,45.02000046,45.20000076,45.86999893,46.58000183,46.52000046,48.11000061,49.22999954,48.27999878,48.40999985,48.56000137,48.61000061,48.09999847,48.83000183,48.27999878,49.22000122,48.04999924,48.04000092,48.06000137,48.52000046,48.95000076,49.58000183,49.33000183,49.27999878,49.02000046,49.22000122,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,1234.530889,1209.187602,60.45821358,209.4785718,157.0860591,314.5612263,409.1631891,505.5003493,561.9068079,573.9165123,655.1199452,703.6838434,763.080638,883.7339715,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5843.533768,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4805.753718,4229.910649
Azerbaijan,AZE,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,,,-25.29999645,-26.80000303,-2.600000674,9.500000279,11.89999997,13.89999833,12.20000494,21.74669584,-3.123908128,12.4293042,5.777077657,10.6524251,21.1978695,36.37123194,18.08754077,6.585322567,6.389109575,-14.97175395,23.90536833,2.200000093,,,,,,,,
Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0.001431415,0.002055556,0.006354585,0.025187933,0.037485109,0.099228942,0.147757576,0.305564638,4.999713678,,,8.030375356,11.99217733,14.54,17.08,27.4,46,50,54.2,73.00000137,75.00001564,77,78.2,79,79.79999549,81.09999907,84.59999573
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,73.58852302,74.79172646,76.00272351,77.22206132,78.44924315,79.68380637,80.9259308,82.17575175,83.43255097,84.69646851,85.97105431,87.25520642,88.5480703,89.84894863,91.15671941,92.42031398,93.18356464,93.94159758,94.69388812,95.41371728,96.04337613
Azerbaijan,AZE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,62.27634358,64.1750776,66.06597871,67.94942508,69.82522497,72.27812706,74.74571466,77.22815533,79.72526629,82.23721972,84.76531532,87.30902811,89.86794324,92.44169837,94.34201958,96.11961748,96.12181161,96.12411298,96.12652151,96.12903013,
Azerbaijan,AZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,57.84358729,59.60737343,61.39782398,63.21550819,65.0596451,66.92948058,68.82511779,70.74662724,72.69287893,74.66394509,76.66510273,78.69497302,80.46702109,81.96018446,83.47031373,84.99569481,85.69377094,86.38904431,87.08107236,87.74410931,88.32276401
Azerbaijan,AZE,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,,,,99.44946289,93.98861694,91.50956726,82.40271759,99.47010803,95.40026093,92.17310333,89.51351166,95.1685791,97.58601379,92.69615173,95.59542847,93.43061829,91.6054306,98.13037109,90.73683167,91.77172089,89.51445007,92.80683136,91.99118805,88.08940887,98.12570953,103.2802124,111.3019104,107.1721725,100.2199478,100.3833389,99.51779938
Azerbaijan,AZE,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,0.899999976,1.799999952,4.5,6.300000191,7.199999809,8.100000381,9.100000381,10,10.89999962,11.77999973,10.90999985,10.03999996,9.170000076,7.989999771,7.260000229,6.619999886,6.329999924,5.860000134,5.739999771,5.630000114,5.420000076,5.190000057,4.96999979,4.909999847,4.960000038,5,5,4.900000095,4.849999905,6.462999821
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.749,53.441,53.132,52.824,52.515,52.206,51.896,51.588,51.278,51.185,51.386,51.587,51.787,51.988,52.189,52.389,52.589,52.79,52.99,53.19,53.406,53.637,53.883,54.145,54.422,54.714,55.021,55.343,55.68,56.031,56.397
Bahamas The,BHS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahamas The,BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahamas The,BHS,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,69.7042,69.6736,69.643,68.0948,66.5466,64.9984,63.4502,61.902,58.342,54.782,51.222,47.662,44.102,43.1744,42.2468,41.3192,40.3916,39.464,38.1306,36.7972,35.4638,34.1304,32.797,32.2378,31.6786,31.1194,30.5602,30.001,29.2254,28.4498,27.6742
Bahamas The,BHS,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,0.468710005,,,,,,,8.043149948,,,,,11.33458042,3.414809942,,,,,,,,,,,,,,,
Bahamas The,BHS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,5.25,5.25,5.460000038,5.429999828,4.340000153,5,3.839999914,3.529999971,4.03000021,4.110000134,4.199999809,3.710000038,3,4.429999828,3.49000001,2.5,2.309999943,2.930000067,2.880000114,2.710000038,2.650000095,2.619999886,2.569999933,2.49000001,2.440000057,2.380000114,2.329999924,2.25999999,2.200000048,
Bahamas The,BHS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,15.32999992,15.30000019,12.25,12.90999985,14.23999977,14.80000019,14.64999962,15.30000019,16.71999931,17.01000023,17.04999924,16.69000053,15.85000038,16.07999992,17.81999969,18.30999947,17.95000076,16.25,16.05999947,16.12000084,15.97000027,15.96000004,15.52000046,15.38000011,14.93999958,14.86999989,14.84000015,14.59000015,14.47999954,
Bahamas The,BHS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,79.41999817,79.44999695,82.29000092,81.66000366,81.41999817,80.20999908,81.51000214,81.16999817,79.25,78.87999725,78.75,79.59999847,81.15000153,79.48999786,78.69000244,79.19000244,79.73999786,80.81999969,81.05999756,81.18000031,81.37999725,81.41999817,81.91000366,82.12999725,82.62999725,82.76000214,82.83000183,83.15000153,83.30999756,
Bahamas The,BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,12356.231,11919.83357,11686.73974,11406.85813,11814.43471,12238.60461,12708.64145,22036.10068,23514.17756,26130.01296,27098.15632,27486.23677,28867.0825,28327.81367,28396.01371,30279.39221,30713.79806,31472.28554,30627.32775,28552.51716,28443.88848,28005.9124,29485.86422,28768.77237,30154.73862,31699.35863,31314.84456,32371.00818,33077.39183,33872.33431,24665.09683
Bahamas The,BHS,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,-2.041515626,-4.326961084,-4.99310459,-0.308523702,2.192360145,7.309823198,6.437685997,12.79374291,-0.058741927,8.038261147,2.308454806,0.742508818,3.577227771,-0.880587346,-1.583511611,8.068267344,2.942088179,1.212048052,-3.492860279,-9.911928674,1.013492123,-2.048433529,3.826482029,-1.858210729,5.337478076,1.519809907,1.916239166,6.523868581,0.409035354,-5.032598504,-21.22566015
Bahamas The,BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.960030721,1.746950698,1.362953903,2.33559071,3.764557822,8,11.8,18,20,22,25,26,27,31.54,33.88,43,65,71.74820281,72,76.92,78,80,80.6,83,85,87
Bahamas The,BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,98.24549561,98.28825994,98.33102426,98.37378859,98.41655291,98.45931724,98.50208157,98.54484589,98.58761022,98.63037454,98.67313887,98.71590319,98.75866752,98.80143185,98.84419617,98.8869605,98.8869605,98.8869605,98.8869605,98.8869605,
Bahamas The,BHS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,87.60182734,88.11921007,88.6379844,89.15815034,89.67970787,90.20265699,90.72699772,91.25273005,91.77985398,92.3083695,92.83827663,93.36957535,93.90226567,94.24503789,94.58781011,94.93058233,94.93058233,94.93058233,94.93058233,94.93058233,
Bahamas The,BHS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas The,BHS,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,,,,,86.32550049,,,,,82.17275238,,,,,,101.8654938,95.83602905,,,,,,,,,,,,,,
Bahamas The,BHS,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,12.17000008,14.81000042,12.72000027,13.82999992,10.82999992,11.46000004,9.760000229,7.650000095,7.449999809,7.201000214,6.869999886,9.050000191,10.84000015,10.19999981,10.19999981,7.539999962,7.880000114,8.180000305,14.25,14.31400013,14.52000046,14.02000046,16.18000031,13.80000019,12,12.69999981,9.800000191,10,10.06099987,13.3210001
Bahamas The,BHS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.838,80.067,80.293,80.518,80.74,80.961,81.18,81.396,81.611,81.824,82.007,82.049,82.092,82.134,82.176,82.218,82.26,82.302,82.343,82.385,82.427,82.476,82.532,82.596,82.668,82.746,82.832,82.925,83.025,83.132,83.245
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.94139862,99.96739197,99.98718262,99.99713898,99.99977112,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,26.4034,24.3572,22.311,21.6048,20.8986,20.1924,19.4862,18.78,18.381,17.982,17.583,17.184,16.785,16.3854,15.9858,15.5862,15.1866,14.787,14.6282,14.4694,14.3106,14.1518,13.993,13.868,13.743,13.618,13.493,13.368,13.239,13.11,12.981
Bahrain,BHR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,0,,0.205320001,0.244369999,,2.163269997,1.19235003,0.567629993,2.070090055,0.324510008,0.882229984,0.751160026,1.683509946,3.046780109,3.21578002,,,,,9.825349808,10.82563972,5.952250004,2.790250063,2.412610054,2.982990026,3.976589918,4.739999771,3.739340067,
Bahrain,BHR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,2.430000067,2.339999914,2.24000001,2.140000105,2.049999952,1.970000029,1.879999995,1.799999952,1.720000029,1.649999976,1.570000052,1.519999981,1.470000029,1.409999967,1.350000024,1.289999962,1.24000001,1.179999948,1.139999986,1.080000043,1.090000033,1.090000033,1.090000033,1.080000043,1.080000043,1.039999962,1.00999999,0.970000029,0.939999998,
Bahrain,BHR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,28.53000069,28.45000076,28.79000092,28.61000061,28.46999931,28.32999992,28.21999931,28.03000069,28,28.46999931,28.56999969,28.65999985,29.05999947,29.97999954,31.01000023,32.24000168,33.40000153,34.54999924,34.50999832,35.72000122,35.20999908,34.97000122,35.09999847,35.22999954,35.15999985,35.36000061,35.47999954,35.40000153,35.25,
Bahrain,BHR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,69.04000092,69.22000122,68.97000122,69.25,69.48000336,69.69999695,69.90000153,70.16999817,70.27999878,69.87999725,69.86000061,69.81999969,69.47000122,68.61000061,67.62999725,66.47000122,65.37000275,64.26999664,64.34999847,63.20000076,63.70000076,63.95000076,63.81999969,63.68999863,63.77000046,63.59999847,63.50999832,63.63000107,63.81000137,
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,8529.052127,9055.644407,9082.827988,9698.15289,10130.3762,10376.9533,10544.79468,10672.23776,10076.26988,10401.56215,13636.41675,12868.17692,13049.90973,14222.0368,15846.50595,17959.39683,19307.50894,20976.44229,23066.45098,19355.92101,20722.07049,22514.20272,23654.36959,24744.29696,24989.43753,22634.08565,22608.45256,23742.93734,24086.30169,23552.37995,20406.50233
Bahrain,BHR,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,,,,,,,,,,,7.443787739,0.692532829,3.284646631,1.454228361,2.739577365,1.180521813,4.821500904,25.18136366,10.9565151,14.20327433,6.618245381,1.130442566,9.892784687,-0.680804163,2.567101239,-0.215558496,1.307613392,1.35063096,0.505067941,-4.385972002
Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.346205844,0.843254219,1.646299202,3.218202151,4.720358118,6.153732546,15.03863425,18.05072089,21.55494499,21.45868051,21.30373351,28.24395243,32.91,51.95,53,55,76.9999665,88,90.0000397,90.50313348,93.4783008,97.9999807,95.87813575,98.64467258,99.70149256,99.67
Bahrain,BHR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,99.91008053,99.91751872,99.92495691,99.9323951,99.93983329,99.94727148,99.95470968,99.96214787,99.96958606,99.97702425,99.98446244,99.99190064,99.99933883,100,100,100,100,100,100,100,100
Bahrain,BHR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,99.92767819,99.9336607,99.9396432,99.9456257,99.9516082,99.95759071,99.96357321,99.96955571,99.97553821,99.98152071,99.98750322,99.99348572,99.99946822,100,100,100,100,100,100,100,100
Bahrain,BHR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,98.83391818,98.84970743,98.86549794,98.88128971,98.89708273,98.912877,98.92867253,98.94446932,98.95315742,98.96051998,98.96788255,98.97524511,98.98260767,98.98326213,98.98326213,98.98326213,98.98326213,98.98326213,98.98326213,98.98326213,98.98326213
Bahrain,BHR,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,,102.9817505,100.8928604,99.66449738,94.57148743,93.93595886,92.05882263,,94.39926147,100.3853912,98.78814697,96.68489075,100.5414276,100.1033096,102.0471191,101.6284485,,,,,,89.47138214,93.22641754,94.48236847,96.6472168,98.74027252,99.51364899,99.45120239,97.87412262,100.241188,
Bahrain,BHR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,1.013000011,1.047999978,1.008000016,1.105999947,1.077000022,1.078999996,1.090000033,1.08099997,1.088000059,1.083999991,1.10800004,1.105000019,1.087000012,1.085999966,1.090999961,1.097000003,1.088000059,1.106999993,1.139000058,1.129999995,1.180999994,1.200000048,1.184000015,1.190000057,1.202000022,1.190999985,1.182999969,1.200999975,1.19599998,1.781000018
Bahrain,BHR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.14,88.329,88.398,88.395,88.392,88.388,88.385,88.382,88.379,88.376,88.372,88.369,88.373,88.383,88.399,88.422,88.452,88.488,88.53,88.579,88.634,88.695,88.762,88.835,88.915,88.999,89.09,89.186,89.287,89.394,89.506
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,8.3,8.3,8.4,8.6,8.9,9.2,9.8,10.3,11,11.8,12.7,13.7,14.7,15.8,17.1,18.3,19.3,20.6,21.9,23.4,25
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,14.29,9.90541935,12.71788025,17.8,18.33804512,21.14438629,22.4,26.74619293,29.54021454,32,35.03264618,37.8510704,40.66426086,40.59999847,44.22999954,50.52510071,46.5,54.73551559,57.56884766,55.25999832,59.59999847,66.15557098,61.5,62.40000153,74.90373993,75.91999817,88,91.80000305,92.19999695,96.19999695
Bangladesh,BGD,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,153.9614,148.7142,143.467,139.0954,134.7238,130.3522,125.9806,121.609,118.4906,115.3722,112.2538,109.1354,106.017,103.6338,101.2506,98.8674,96.4842,94.101,93.0018,91.9026,90.8034,89.7042,88.605,87.4764,86.3478,85.2192,84.0906,82.962,82.3128,81.6636,81.0144
Bangladesh,BGD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,30.08028984,30.38913918,,,27.31813049,25.71058083,,,,39.7843399,36.92203903,34.86088943,33.12739182,,,
